spheres,spheres_rel,spheres_lesion,spheres_lesion_rel,lesion_vol,lesion_vol_rel,spheres_extrap,spheres_rel_extrap,spheres_lesion_extrap,spheres_lesion_rel_extrap,region,mouse_id
11.0,0.024719101123595506,10.0,0.036101083032490974,0.010947919999999998,0.005989834495964983,80.57604547419002,0.18106976511053938,73.25095043108185,0.26444386437213663,Insular,41
7.0,0.03139013452914798,6.0,0.05172413793103448,0.0,0.0,38.52207314791376,0.17274472263638457,33.018919841068936,0.2846458606988701,Insular,85
3.0,0.03529411764705882,1.0,0.043478260869565216,0.0,0.0,14.18754995199879,0.16691235237645635,4.72918331733293,0.20561666597099693,Insular,86
1.0,0.03125,0.0,0.0,0.0,0.0,4.605790399690491,0.14393094999032785,0.0,0.0,Insular,89
4.0,0.008676789587852495,3.0,0.012552301255230125,0.0025531000000000004,0.001396854055532759,18.06227873708547,0.039180648019708185,13.546709052814103,0.05668079101595859,Insular,90
1.0,0.05263157894736842,,,,,3.25477393967602,0.17130389156189577,,,Insular,110
2.0,0.022222222222222223,,,,,7.179446680044369,0.07977162977827076,,,Insular,114
1.0,0.011627906976744186,,,,,2.977209461571669,0.034618714669438014,,,Insular,121
0.0,0.0,,,,,0.0,0.0,,,Insular,108
0.0,0.0,,,,,0.0,0.0,,,Insular,111
0.0,0.0,,,,,0.0,0.0,,,Insular,112
0.0,0.0,,,,,0.0,0.0,,,Insular,113
0.0,0.0,,,,,0.0,0.0,,,Insular,115
0.0,0.0,,,,,0.0,0.0,,,Insular,116
0.0,0.0,,,,,0.0,0.0,,,Insular,122
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Insular,33
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Insular,83
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Insular,91
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Insular,93
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Insular,95
48.0,0.10786516853932585,34.0,0.1227436823104693,0.0383364,0.13008340625760334,351.60456206919287,0.7901226113914446,249.05323146567827,0.8991091388652643,association,41
15.0,0.06726457399103139,11.0,0.09482758620689655,0.0330702,0.1376368980217237,82.54729960267234,0.37016726279225265,60.53468637529305,0.5218507446145952,association,85
2.0,0.023529411764705882,1.0,0.043478260869565216,0.0,0.0,9.45836663466586,0.11127490158430423,4.72918331733293,0.20561666597099693,association,86
2.0,0.0625,1.0,0.14285714285714285,0.0,0.0,9.211580799380982,0.2878618999806557,4.605790399690491,0.6579700570986415,association,89
37.0,0.08026030368763558,20.0,0.08368200836820083,0.030583500000000003,0.06961039078211953,167.0760783180406,0.3624209941823007,90.31139368542736,0.3778719401063906,association,90
1.0,0.14285714285714285,1.0,0.25,0.0,0.0,4.323520383236847,0.6176457690338352,4.323520383236847,1.0808800958092117,association,91
3.0,0.07894736842105263,3.0,0.21428571428571427,0.0,0.0,12.95085151848734,0.3408118820654563,12.95085151848734,0.9250608227490957,association,93
1.0,0.0625,1.0,0.3333333333333333,0.0,0.0,4.453251987263699,0.2783282492039812,4.453251987263699,1.4844173290878997,association,95
1.0,0.05555555555555555,,,,,3.089776547360095,0.1716542526311164,,,association,108
4.0,0.21052631578947367,,,,,13.01909575870408,0.6852155662475831,,,association,110
8.0,0.11111111111111112,,,,,24.905204565123995,0.3459056189600555,,,association,112
